racer_ID,racer_rank,racer_male,racer_age,racer_doub_win,racer_ave_st_time
1485,2,1,70,0.170,0.19
1710,2,1,69,0.310,0.18
1759,2,1,66,0.197,0.23
2014,3,1,65,0.382,0.15
2015,1,1,65,0.106,0.23
2223,2,1,68,0.144,0.22
2273,2,1,63,0.326,0.19
2276,2,1,62,0.252,0.21
2349,2,1,65,0.101,0.23
2372,2,1,63,0.376,0.21
2376,2,1,62,0.153,0.19
2377,3,1,62,0.333,0.16
2380,2,1,62,0.252,0.18
2429,1,1,61,0.040,0.21
2504,2,1,61,0.261,0.21
2505,2,1,61,0.107,0.25
2528,2,1,64,0.306,0.17
2538,2,1,63,0.223,0.22
2568,2,1,63,0.234,0.21
2585,2,1,60,0.343,0.19
2596,2,1,64,0.179,0.18
2606,2,1,63,0.171,0.23
2613,2,1,62,0.218,0.20
2698,2,1,58,0.225,0.21
2709,2,1,63,0.103,0.22
2712,2,1,63,0.224,0.20
2752,2,1,60,0.103,0.20
2757,1,1,60,0.061,0.18
2763,2,1,56,0.309,0.17
2776,2,1,59,0.243,0.20
2781,2,1,58,0.164,0.23
2784,2,1,58,0.232,0.17
2785,2,1,58,0.316,0.19
2787,3,1,57,0.391,0.15
2788,2,1,57,0.196,0.18
2789,1,1,57,0.033,0.20
2793,2,1,56,0.175,0.21
2795,2,1,56,0.100,0.22
2800,2,1,60,0.166,0.25
2803,1,1,59,0.161,0.19
2808,1,1,57,0.040,0.24
2809,3,1,56,0.303,0.19
2811,2,1,60,0.164,0.17
2816,3,1,59,0.376,0.20
2820,1,1,59,0.170,0.18
2823,2,1,59,0.123,0.24
2833,2,1,57,0.302,0.18
2837,2,1,56,0.250,0.20
2838,2,1,56,0.166,0.20
2841,3,1,56,0.375,0.18
2842,2,1,56,0.186,0.17
2843,2,1,55,0.180,0.19
2844,2,1,55,0.296,0.20
2850,1,1,60,0.092,0.23
2857,2,1,57,0.169,0.20
2871,2,1,56,0.100,0.20
2874,2,1,55,0.166,0.19
2876,3,1,55,0.440,0.17
2878,3,1,54,0.416,0.20
2881,1,1,59,0.021,0.25
2883,2,1,59,0.162,0.24
2885,2,1,58,0.150,0.21
2887,2,1,57,0.225,0.21
2888,2,1,57,0.163,0.22
2902,2,1,53,0.156,0.23
2903,4,1,53,0.470,0.18
2904,2,1,53,0.222,0.20
2905,1,1,59,0.020,0.21
2907,1,1,58,0.069,0.23
2909,2,1,57,0.260,0.25
2910,2,1,57,0.244,0.19
2912,3,1,57,0.379,0.15
2914,3,1,55,0.417,0.16
2920,2,1,54,0.200,0.22
2930,2,1,56,0.339,0.22
2935,2,1,54,0.166,0.21
2936,2,1,54,0.120,0.17
2941,2,1,52,0.233,0.23
2942,4,1,52,0.454,0.12
2958,3,1,55,0.390,0.18
2959,2,1,54,0.247,0.21
2969,2,1,56,0.174,0.22
2970,1,1,56,0.117,0.20
2972,2,1,55,0.226,0.18
2973,2,1,55,0.102,0.22
2974,2,1,55,0.257,0.18
2975,1,1,55,0.098,0.19
2983,3,0,53,0.387,0.17
2988,1,0,51,0.022,0.28
2989,2,1,51,0.206,0.18
2992,4,1,51,0.504,0.13
2994,2,1,51,0.256,0.23
2995,2,0,51,0.129,0.25
2997,2,1,50,0.296,0.22
3004,1,1,55,0.043,0.25
3005,2,1,55,0.238,0.19
3006,2,1,55,0.171,0.20
3008,2,1,55,0.120,0.18
3010,4,1,54,0.441,0.15
3013,2,1,54,0.259,0.22
3020,2,1,52,0.312,0.24
3022,4,1,52,0.515,0.18
3024,4,1,51,0.549,0.19
3025,3,1,50,0.374,0.22
3036,3,1,54,0.375,0.17
3044,2,1,52,0.321,0.16
3051,2,1,50,0.301,0.17
3052,2,1,50,0.138,0.23
3054,4,1,49,0.454,0.15
3056,4,1,56,0.476,0.16
3058,2,1,55,0.294,0.19
3060,2,1,54,0.171,0.20
3064,3,1,53,0.448,0.19
3065,2,1,53,0.222,0.25
3066,2,1,52,0.171,0.21
3070,4,1,51,0.533,0.16
3072,4,1,51,0.549,0.15
3073,2,1,50,0.252,0.17
3075,3,1,50,0.475,0.16
3076,2,0,50,0.207,0.20
3078,1,1,49,0.083,0.22
3079,2,1,49,0.311,0.20
3081,4,1,49,0.507,0.17
