,money,number_race,racer_1_ID,racer_1_age,racer_1_ave_st,racer_1_bo,racer_1_doub,racer_1_male,racer_1_mo,racer_1_rank,racer_2_ID,racer_2_age,racer_2_ave_st,racer_2_bo,racer_2_doub,racer_2_male,racer_2_mo,racer_2_rank,racer_3_ID,racer_3_age,racer_3_ave_st,racer_3_bo,racer_3_doub,racer_3_male,racer_3_mo,racer_3_rank,racer_4_ID,racer_4_age,racer_4_ave_st,racer_4_bo,racer_4_doub,racer_4_male,racer_4_mo,racer_4_rank,racer_5_ID,racer_5_age,racer_5_ave_st,racer_5_bo,racer_5_doub,racer_5_male,racer_5_mo,racer_5_rank,racer_6_ID,racer_6_age,racer_6_ave_st,racer_6_bo,racer_6_doub,racer_6_male,racer_6_mo,racer_6_rank,result_com
,4480.0,1.0,3159.0,47.0,0.17,32.0,0.615,1,44.0,4,4258.0,29.0,0.21,26.0,0.32,1,50.0,2,2842.0,56.0,0.17,18.0,0.18600000000000003,1,48.0,2,4363.0,27.0,0.17,38.0,0.366,1,58.0,3,4573.0,24.0,0.15,53.0,0.514,1,75.0,4,4026.0,35.0,0.21,27.0,0.255,1,74.0,2,16.0
,4000.0,2.0,4069.0,32.0,0.2,36.0,0.35200000000000004,1,59.0,3,4321.0,27.0,0.18,23.0,0.254,1,51.0,2,4583.0,23.0,0.18,60.0,0.252,1,42.0,2,4112.0,32.0,0.21,40.0,0.439,1,39.0,3,4158.0,31.0,0.15,31.0,0.39299999999999996,1,34.0,3,2920.0,54.0,0.22,43.0,0.2,1,54.0,2,5.0
,9050.0,3.0,4099.0,34.0,0.17,44.0,0.5589999999999999,1,35.0,4,2763.0,56.0,0.17,24.0,0.309,1,49.0,2,3251.0,46.0,0.18,10.0,0.45,1,36.0,4,4037.0,34.0,0.19,29.0,0.396,1,47.0,3,4266.0,27.0,0.17,21.0,0.506,1,46.0,4,3340.0,47.0,0.22,57.0,0.381,1,61.0,3,55.0
,5800.0,4.0,4079.0,34.0,0.18,45.0,0.536,1,72.0,4,3564.0,42.0,0.17,52.0,0.223,1,62.0,2,3925.0,37.0,0.22,48.0,0.336,1,66.0,2,4316.0,28.0,0.17,30.0,0.34700000000000003,1,64.0,2,3662.0,43.0,0.16,4.0,0.48,1,68.0,3,4327.0,29.0,0.18,35.0,0.302,1,38.0,2,73.0
,5050.0,5.0,4096.0,31.0,0.16,14.0,0.452,1,55.0,4,3527.0,41.0,0.18,16.0,0.461,1,69.0,4,3875.0,36.0,0.19,7.0,0.385,1,70.0,3,4268.0,27.0,0.18,39.0,0.301,1,63.0,2,4363.0,27.0,0.17,38.0,0.366,1,58.0,3,3352.0,44.0,0.15,2.0,0.3,1,56.0,3,18.0
,1590.0,6.0,3326.0,45.0,0.16,59.0,0.42100000000000004,1,45.0,3,4097.0,30.0,0.2,1.0,0.226,1,52.0,2,4321.0,27.0,0.18,23.0,0.254,1,51.0,2,4573.0,24.0,0.15,53.0,0.514,1,75.0,4,3741.0,38.0,0.2,28.0,0.188,1,32.0,2,3793.0,40.0,0.19,33.0,0.287,1,40.0,2,7.0
,2150.0,7.0,2763.0,56.0,0.17,24.0,0.309,1,49.0,2,4070.0,32.0,0.16,55.0,0.5,1,60.0,4,2920.0,54.0,0.22,43.0,0.2,1,54.0,2,3804.0,38.0,0.18,19.0,0.294,1,53.0,2,4196.0,30.0,0.19,56.0,0.327,1,67.0,2,4296.0,25.0,0.17,11.0,0.536,1,33.0,4,32.0
,870.0,9.0,3849.0,35.0,0.15,46.0,0.616,1,37.0,4,3064.0,53.0,0.19,6.0,0.44799999999999995,1,31.0,3,4096.0,31.0,0.16,14.0,0.452,1,55.0,4,3741.0,38.0,0.2,28.0,0.188,1,32.0,2,3340.0,47.0,0.22,57.0,0.381,1,61.0,3,4158.0,31.0,0.15,31.0,0.39299999999999996,1,34.0,3,7.0
,8050.0,10.0,3875.0,36.0,0.19,7.0,0.385,1,70.0,3,3159.0,47.0,0.17,32.0,0.615,1,44.0,4,4070.0,32.0,0.16,55.0,0.5,1,60.0,4,3925.0,37.0,0.22,48.0,0.336,1,66.0,2,4316.0,28.0,0.17,30.0,0.34700000000000003,1,64.0,2,3251.0,46.0,0.18,10.0,0.45,1,36.0,4,54.0
,4390.0,11.0,4258.0,29.0,0.21,26.0,0.32,1,50.0,2,4099.0,34.0,0.17,44.0,0.5589999999999999,1,35.0,4,4296.0,25.0,0.17,11.0,0.536,1,33.0,4,3527.0,41.0,0.18,16.0,0.461,1,69.0,4,3788.0,41.0,0.17,5.0,0.5429999999999999,1,57.0,4,4112.0,32.0,0.21,40.0,0.439,1,39.0,3,28.0
,11040.0,12.0,3064.0,53.0,0.19,6.0,0.44799999999999995,1,31.0,3,4069.0,32.0,0.2,36.0,0.35200000000000004,1,59.0,3,4079.0,34.0,0.18,45.0,0.536,1,72.0,4,4266.0,27.0,0.17,21.0,0.506,1,46.0,4,3959.0,35.0,0.14,3.0,0.541,1,43.0,4,3804.0,38.0,0.18,19.0,0.294,1,53.0,2,66.0
,1370.0,1.0,3251.0,46.0,0.18,10.0,0.45,1,36.0,4,4327.0,29.0,0.18,35.0,0.302,1,38.0,2,3340.0,47.0,0.22,57.0,0.381,1,61.0,3,4258.0,29.0,0.21,26.0,0.32,1,50.0,2,4321.0,27.0,0.18,23.0,0.254,1,51.0,2,4573.0,24.0,0.15,53.0,0.514,1,75.0,4,13.0
,3330.0,2.0,3804.0,38.0,0.18,19.0,0.294,1,53.0,2,4363.0,27.0,0.17,38.0,0.366,1,58.0,3,2763.0,56.0,0.17,24.0,0.309,1,49.0,2,3159.0,47.0,0.17,32.0,0.615,1,44.0,4,4026.0,35.0,0.21,27.0,0.255,1,74.0,2,3326.0,45.0,0.16,59.0,0.42100000000000004,1,45.0,3,78.0
,26580.0,3.0,3849.0,35.0,0.15,46.0,0.616,1,37.0,4,4037.0,34.0,0.19,29.0,0.396,1,47.0,3,4099.0,34.0,0.17,44.0,0.5589999999999999,1,35.0,4,4196.0,30.0,0.19,56.0,0.327,1,67.0,2,4112.0,32.0,0.21,40.0,0.439,1,39.0,3,4268.0,27.0,0.18,39.0,0.301,1,63.0,2,24.0
,5360.0,4.0,4296.0,25.0,0.17,11.0,0.536,1,33.0,4,3875.0,36.0,0.19,7.0,0.385,1,70.0,3,3064.0,53.0,0.19,6.0,0.44799999999999995,1,31.0,3,4096.0,31.0,0.16,14.0,0.452,1,55.0,4,3793.0,40.0,0.19,33.0,0.287,1,40.0,2,3352.0,44.0,0.15,2.0,0.3,1,56.0,3,63.0
,1990.0,5.0,4069.0,32.0,0.2,36.0,0.35200000000000004,1,59.0,3,3959.0,35.0,0.14,3.0,0.541,1,43.0,4,4573.0,24.0,0.15,53.0,0.514,1,75.0,4,4097.0,30.0,0.2,1.0,0.226,1,52.0,2,2920.0,54.0,0.22,43.0,0.2,1,54.0,2,2842.0,56.0,0.17,18.0,0.18600000000000003,1,48.0,2,25.0
,12690.0,6.0,4327.0,29.0,0.18,35.0,0.302,1,11.0,2,4583.0,23.0,0.18,60.0,0.252,1,42.0,2,4158.0,31.0,0.15,31.0,0.39299999999999996,1,34.0,3,4026.0,35.0,0.21,27.0,0.255,1,74.0,2,3326.0,45.0,0.16,59.0,0.42100000000000004,1,45.0,3,4321.0,27.0,0.18,23.0,0.254,1,51.0,2,54.0
,18270.0,7.0,3340.0,47.0,0.22,57.0,0.381,1,61.0,3,4196.0,30.0,0.19,56.0,0.327,1,67.0,2,3527.0,41.0,0.18,16.0,0.461,1,69.0,4,4099.0,34.0,0.17,44.0,0.5589999999999999,1,35.0,4,4079.0,34.0,0.18,45.0,0.536,1,72.0,4,4316.0,28.0,0.17,30.0,0.34700000000000003,1,64.0,2,67.0
,16830.0,8.0,4266.0,27.0,0.17,21.0,0.506,1,46.0,4,3925.0,37.0,0.22,48.0,0.336,1,66.0,2,3804.0,38.0,0.18,19.0,0.294,1,53.0,2,3793.0,40.0,0.19,33.0,0.287,1,40.0,2,3662.0,43.0,0.16,4.0,0.48,1,68.0,3,3564.0,42.0,0.17,52.0,0.223,1,62.0,2,22.0
,7310.0,9.0,4070.0,32.0,0.16,55.0,0.5,1,60.0,4,4097.0,30.0,0.2,1.0,0.226,1,52.0,2,4069.0,32.0,0.2,36.0,0.35200000000000004,1,59.0,3,4112.0,32.0,0.21,40.0,0.439,1,39.0,3,3352.0,44.0,0.15,2.0,0.3,1,56.0,3,4305.0,29.0,0.16,15.0,0.358,1,73.0,3,62.0
,1500.0,10.0,3741.0,38.0,0.2,28.0,0.188,1,32.0,2,3251.0,46.0,0.18,10.0,0.45,1,36.0,4,3159.0,47.0,0.17,32.0,0.615,1,44.0,4,4079.0,34.0,0.18,45.0,0.536,1,72.0,4,4268.0,27.0,0.18,39.0,0.301,1,63.0,2,3064.0,53.0,0.19,6.0,0.44799999999999995,1,31.0,3,25.0
,2310.0,11.0,4037.0,34.0,0.19,29.0,0.396,1,47.0,3,4296.0,25.0,0.17,11.0,0.536,1,33.0,4,4316.0,28.0,0.17,30.0,0.34700000000000003,1,64.0,2,4158.0,31.0,0.15,31.0,0.39299999999999996,1,34.0,3,3564.0,42.0,0.17,52.0,0.223,1,62.0,2,3788.0,41.0,0.17,5.0,0.5429999999999999,1,57.0,4,4.0
,390.0,12.0,3959.0,35.0,0.14,3.0,0.541,1,43.0,4,3849.0,35.0,0.15,46.0,0.616,1,37.0,4,4096.0,31.0,0.16,14.0,0.452,1,55.0,4,3662.0,43.0,0.16,4.0,0.48,1,68.0,3,4305.0,29.0,0.16,15.0,0.358,1,73.0,3,3527.0,41.0,0.18,16.0,0.461,1,69.0,4,1.0
,24390.0,1.0,4099.0,34.0,0.17,44.0,0.5589999999999999,1,35.0,4,4268.0,27.0,0.18,39.0,0.301,1,63.0,2,3741.0,38.0,0.2,28.0,0.188,1,32.0,2,2763.0,56.0,0.17,24.0,0.309,1,49.0,2,4327.0,29.0,0.18,35.0,0.302,1,11.0,2,4258.0,29.0,0.21,26.0,0.32,1,50.0,2,93.0
,51570.0,2.0,3564.0,42.0,0.17,52.0,0.223,1,62.0,2,2920.0,54.0,0.22,43.0,0.2,1,54.0,2,3326.0,45.0,0.16,59.0,0.42100000000000004,1,45.0,3,4296.0,25.0,0.17,11.0,0.536,1,33.0,4,4573.0,24.0,0.15,53.0,0.514,1,75.0,4,3875.0,36.0,0.19,7.0,0.385,1,70.0,3,54.0
,1330.0,3.0,4079.0,34.0,0.18,45.0,0.536,1,72.0,4,4158.0,31.0,0.15,31.0,0.39299999999999996,1,34.0,3,4266.0,27.0,0.17,21.0,0.506,1,46.0,4,2842.0,56.0,0.17,18.0,0.18600000000000003,1,48.0,2,3064.0,53.0,0.19,6.0,0.44799999999999995,1,31.0,3,3352.0,44.0,0.15,2.0,0.3,1,56.0,3,44.0
,800.0,4.0,3159.0,47.0,0.17,32.0,0.615,1,44.0,4,3340.0,47.0,0.22,57.0,0.381,1,61.0,3,4097.0,30.0,0.2,1.0,0.226,1,52.0,2,3804.0,38.0,0.18,19.0,0.294,1,53.0,2,4037.0,34.0,0.19,29.0,0.396,1,47.0,3,4583.0,23.0,0.18,60.0,0.252,1,42.0,2,11.0
,6030.0,5.0,4316.0,28.0,0.17,30.0,0.34700000000000003,1,64.0,2,4096.0,31.0,0.16,14.0,0.452,1,55.0,4,3793.0,40.0,0.19,33.0,0.287,1,40.0,2,4321.0,27.0,0.18,23.0,0.254,1,51.0,2,4258.0,29.0,0.21,26.0,0.32,1,50.0,2,4196.0,30.0,0.19,56.0,0.327,1,67.0,2,30.0
,1200.0,6.0,3925.0,37.0,0.22,48.0,0.336,1,66.0,2,4151.0,30.0,0.21,17.0,0.254,1,12.0,2,4363.0,27.0,0.17,38.0,0.366,1,58.0,3,2920.0,54.0,0.22,43.0,0.2,1,54.0,2,3875.0,36.0,0.19,7.0,0.385,1,70.0,3,2763.0,56.0,0.17,24.0,0.309,1,49.0,2,1.0
,11260.0,7.0,4026.0,35.0,0.21,27.0,0.255,1,74.0,2,4079.0,34.0,0.18,45.0,0.536,1,72.0,4,4573.0,24.0,0.15,53.0,0.514,1,75.0,4,3251.0,46.0,0.18,10.0,0.45,1,36.0,4,4305.0,29.0,0.16,15.0,0.358,1,73.0,3,4069.0,32.0,0.2,36.0,0.35200000000000004,1,59.0,3,4.0
,390.0,8.0,4070.0,32.0,0.16,55.0,0.5,1,60.0,4,2842.0,56.0,0.17,18.0,0.18600000000000003,1,48.0,2,4037.0,34.0,0.19,29.0,0.396,1,47.0,3,3959.0,35.0,0.14,3.0,0.541,1,43.0,4,3849.0,35.0,0.15,46.0,0.616,1,37.0,4,3741.0,38.0,0.2,28.0,0.188,1,32.0,2,11.0
,1850.0,9.0,3527.0,41.0,0.18,16.0,0.461,1,69.0,4,4363.0,27.0,0.17,38.0,0.366,1,58.0,3,4327.0,29.0,0.18,35.0,0.302,1,11.0,2,4583.0,23.0,0.18,60.0,0.252,1,42.0,2,4296.0,25.0,0.17,11.0,0.536,1,33.0,4,3788.0,41.0,0.17,5.0,0.5429999999999999,1,57.0,4,84.0
,2250.0,10.0,4158.0,31.0,0.15,31.0,0.39299999999999996,1,34.0,3,4316.0,28.0,0.17,30.0,0.34700000000000003,1,64.0,2,4099.0,34.0,0.17,44.0,0.5589999999999999,1,35.0,4,4151.0,30.0,0.21,17.0,0.254,1,12.0,2,3804.0,38.0,0.18,19.0,0.294,1,53.0,2,3662.0,43.0,0.16,4.0,0.48,1,68.0,3,48.0
,27040.0,11.0,4321.0,27.0,0.18,23.0,0.254,1,51.0,2,4112.0,32.0,0.21,40.0,0.439,1,39.0,3,4305.0,29.0,0.16,15.0,0.358,1,73.0,3,3564.0,42.0,0.17,52.0,0.223,1,62.0,2,3251.0,46.0,0.18,10.0,0.45,1,36.0,4,3959.0,35.0,0.14,3.0,0.541,1,43.0,4,58.0
,960.0,12.0,4096.0,31.0,0.16,14.0,0.452,1,55.0,4,3326.0,45.0,0.16,59.0,0.42100000000000004,1,45.0,3,3849.0,35.0,0.15,46.0,0.616,1,37.0,4,4070.0,32.0,0.16,55.0,0.5,1,60.0,4,4069.0,32.0,0.2,36.0,0.35200000000000004,1,59.0,3,4266.0,27.0,0.17,21.0,0.506,1,46.0,4,10.0
,550.0,1.0,4079.0,34.0,0.18,45.0,0.536,1,72.0,4,4196.0,30.0,0.19,56.0,0.327,1,67.0,2,4037.0,34.0,0.19,29.0,0.396,1,47.0,3,2920.0,54.0,0.22,43.0,0.2,1,54.0,2,4258.0,29.0,0.21,26.0,0.32,1,50.0,2,4097.0,30.0,0.2,1.0,0.226,1,52.0,2,6.0
,11480.0,2.0,4296.0,25.0,0.17,11.0,0.536,1,33.0,4,4327.0,29.0,0.18,35.0,0.302,1,11.0,2,4151.0,30.0,0.21,17.0,0.254,1,12.0,2,4316.0,28.0,0.17,30.0,0.34700000000000003,1,64.0,2,3352.0,44.0,0.15,2.0,0.3,1,56.0,3,3793.0,40.0,0.19,33.0,0.287,1,40.0,2,65.0
,79070.0,3.0,4096.0,31.0,0.16,14.0,0.452,1,55.0,4,3741.0,38.0,0.2,28.0,0.188,1,32.0,2,3662.0,43.0,0.16,4.0,0.48,1,68.0,3,3340.0,47.0,0.22,57.0,0.381,1,61.0,3,4070.0,32.0,0.16,55.0,0.5,1,60.0,4,4363.0,27.0,0.17,38.0,0.366,1,58.0,3,109.0
,740.0,4.0,4069.0,32.0,0.2,36.0,0.35200000000000004,1,59.0,3,3959.0,35.0,0.14,3.0,0.541,1,43.0,4,4026.0,35.0,0.21,27.0,0.255,1,74.0,2,2763.0,56.0,0.17,24.0,0.309,1,49.0,2,3326.0,45.0,0.16,59.0,0.42100000000000004,1,45.0,3,4158.0,31.0,0.15,31.0,0.39299999999999996,1,34.0,3,1.0
,30190.0,5.0,4099.0,34.0,0.17,44.0,0.5589999999999999,1,35.0,4,3159.0,47.0,0.17,32.0,0.615,1,44.0,4,3925.0,37.0,0.22,48.0,0.336,1,66.0,2,4258.0,29.0,0.21,26.0,0.32,1,50.0,2,4583.0,23.0,0.18,60.0,0.252,1,42.0,2,4573.0,24.0,0.15,53.0,0.514,1,75.0,4,30.0
,2010.0,6.0,4196.0,30.0,0.19,56.0,0.327,1,67.0,2,4321.0,27.0,0.18,23.0,0.254,1,51.0,2,3875.0,36.0,0.19,7.0,0.385,1,70.0,3,4327.0,29.0,0.18,35.0,0.302,1,11.0,2,4268.0,27.0,0.18,39.0,0.301,1,63.0,2,2842.0,56.0,0.17,18.0,0.18600000000000003,1,48.0,2,29.0
,1020.0,7.0,3251.0,46.0,0.18,10.0,0.45,1,36.0,4,3804.0,38.0,0.18,19.0,0.294,1,53.0,2,4097.0,30.0,0.2,1.0,0.226,1,52.0,2,4266.0,27.0,0.17,21.0,0.506,1,46.0,4,3793.0,40.0,0.19,33.0,0.287,1,40.0,2,3564.0,42.0,0.17,52.0,0.223,1,62.0,2,12.0
,2850.0,8.0,3849.0,35.0,0.15,46.0,0.616,1,37.0,4,4026.0,35.0,0.21,27.0,0.255,1,74.0,2,3340.0,47.0,0.22,57.0,0.381,1,61.0,3,4305.0,29.0,0.16,15.0,0.358,1,73.0,3,4151.0,30.0,0.21,17.0,0.254,1,12.0,2,3788.0,41.0,0.17,5.0,0.5429999999999999,1,57.0,4,10.0
,2570.0,9.0,4112.0,32.0,0.21,40.0,0.439,1,39.0,3,2920.0,54.0,0.22,43.0,0.2,1,54.0,2,3527.0,41.0,0.18,16.0,0.461,1,69.0,4,4268.0,27.0,0.18,39.0,0.301,1,63.0,2,4316.0,28.0,0.17,30.0,0.34700000000000003,1,64.0,2,4583.0,23.0,0.18,60.0,0.252,1,42.0,2,16.0
,17750.0,10.0,3959.0,35.0,0.14,3.0,0.541,1,43.0,4,4296.0,25.0,0.17,11.0,0.536,1,33.0,4,4266.0,27.0,0.17,21.0,0.506,1,46.0,4,4099.0,34.0,0.17,44.0,0.5589999999999999,1,35.0,4,3662.0,43.0,0.16,4.0,0.48,1,68.0,3,4037.0,34.0,0.19,29.0,0.396,1,47.0,3,42.0
,2060.0,11.0,4070.0,32.0,0.16,55.0,0.5,1,60.0,4,3849.0,35.0,0.15,46.0,0.616,1,37.0,4,3326.0,45.0,0.16,59.0,0.42100000000000004,1,45.0,3,4079.0,34.0,0.18,45.0,0.536,1,72.0,4,3925.0,37.0,0.22,48.0,0.336,1,66.0,2,4321.0,27.0,0.18,23.0,0.254,1,51.0,2,3.0
,7850.0,12.0,3159.0,47.0,0.17,32.0,0.615,1,44.0,4,4096.0,31.0,0.16,14.0,0.452,1,55.0,4,3251.0,46.0,0.18,10.0,0.45,1,36.0,4,4069.0,32.0,0.2,36.0,0.35200000000000004,1,59.0,3,4112.0,32.0,0.21,40.0,0.439,1,39.0,3,3352.0,44.0,0.15,2.0,0.3,1,56.0,3,43.0
,1010.0,1.0,4296.0,25.0,0.17,11.0,0.536,1,33.0,4,4268.0,27.0,0.18,39.0,0.301,1,63.0,2,3741.0,38.0,0.2,28.0,0.188,1,32.0,2,3793.0,40.0,0.19,33.0,0.287,1,40.0,2,2920.0,54.0,0.22,43.0,0.2,1,54.0,2,3340.0,47.0,0.22,57.0,0.381,1,61.0,3,5.0
,2490.0,2.0,4096.0,31.0,0.16,14.0,0.452,1,55.0,4,4151.0,30.0,0.21,17.0,0.254,1,12.0,2,4583.0,23.0,0.18,60.0,0.252,1,42.0,2,3527.0,41.0,0.18,16.0,0.461,1,69.0,4,4026.0,35.0,0.21,27.0,0.255,1,74.0,2,4196.0,30.0,0.19,56.0,0.327,1,67.0,2,13.0
,10330.0,3.0,4079.0,34.0,0.18,45.0,0.536,1,72.0,4,4097.0,30.0,0.2,1.0,0.226,1,52.0,2,4305.0,29.0,0.16,15.0,0.358,1,73.0,3,3875.0,36.0,0.19,7.0,0.385,1,70.0,3,4112.0,32.0,0.21,40.0,0.439,1,39.0,3,3326.0,45.0,0.16,59.0,0.42100000000000004,1,45.0,3,9.0
,2830.0,4.0,4069.0,32.0,0.2,36.0,0.35200000000000004,1,59.0,3,4037.0,34.0,0.19,29.0,0.396,1,47.0,3,2842.0,56.0,0.17,18.0,0.18600000000000003,1,48.0,2,4573.0,24.0,0.15,53.0,0.514,1,75.0,4,3788.0,41.0,0.17,5.0,0.5429999999999999,1,57.0,4,4327.0,29.0,0.18,35.0,0.302,1,11.0,2,1.0
,4070.0,5.0,3804.0,38.0,0.18,19.0,0.294,1,53.0,2,4099.0,34.0,0.17,44.0,0.5589999999999999,1,35.0,4,2920.0,54.0,0.22,43.0,0.2,1,54.0,2,3925.0,37.0,0.22,48.0,0.336,1,66.0,2,3352.0,44.0,0.15,2.0,0.3,1,56.0,3,2763.0,56.0,0.17,24.0,0.309,1,49.0,2,33.0
,620.0,6.0,4363.0,27.0,0.17,38.0,0.366,1,58.0,3,4321.0,27.0,0.18,23.0,0.254,1,51.0,2,4268.0,27.0,0.18,39.0,0.301,1,63.0,2,4151.0,30.0,0.21,17.0,0.254,1,12.0,2,4196.0,30.0,0.19,56.0,0.327,1,67.0,2,4258.0,29.0,0.21,26.0,0.32,1,50.0,2,2.0
,9740.0,7.0,3662.0,43.0,0.16,4.0,0.48,1,68.0,3,4158.0,31.0,0.15,31.0,0.39299999999999996,1,34.0,3,3793.0,40.0,0.19,33.0,0.287,1,40.0,2,4316.0,28.0,0.17,30.0,0.34700000000000003,1,64.0,2,3741.0,38.0,0.2,28.0,0.188,1,32.0,2,4026.0,35.0,0.21,27.0,0.255,1,74.0,2,68.0
,1070.0,8.0,4305.0,29.0,0.16,15.0,0.358,1,73.0,3,4583.0,23.0,0.18,60.0,0.252,1,42.0,2,3564.0,42.0,0.17,52.0,0.223,1,62.0,2,3340.0,47.0,0.22,57.0,0.381,1,61.0,3,4573.0,24.0,0.15,53.0,0.514,1,75.0,4,3875.0,36.0,0.19,7.0,0.385,1,70.0,3,7.0
,1210.0,9.0,3527.0,41.0,0.18,16.0,0.461,1,69.0,4,4363.0,27.0,0.17,38.0,0.366,1,58.0,3,2763.0,56.0,0.17,24.0,0.309,1,49.0,2,3804.0,38.0,0.18,19.0,0.294,1,53.0,2,2842.0,56.0,0.17,18.0,0.18600000000000003,1,48.0,2,3788.0,41.0,0.17,5.0,0.5429999999999999,1,57.0,4,12.0
,8580.0,10.0,4112.0,32.0,0.21,40.0,0.439,1,39.0,3,3925.0,37.0,0.22,48.0,0.336,1,66.0,2,4079.0,34.0,0.18,45.0,0.536,1,72.0,4,3662.0,43.0,0.16,4.0,0.48,1,68.0,3,4296.0,25.0,0.17,11.0,0.536,1,33.0,4,3352.0,44.0,0.15,2.0,0.3,1,56.0,3,63.0
,11470.0,11.0,4099.0,34.0,0.17,44.0,0.5589999999999999,1,35.0,4,4096.0,31.0,0.16,14.0,0.452,1,55.0,4,4037.0,34.0,0.19,29.0,0.396,1,47.0,3,3326.0,45.0,0.16,59.0,0.42100000000000004,1,45.0,3,4069.0,32.0,0.2,36.0,0.35200000000000004,1,59.0,3,4321.0,27.0,0.18,23.0,0.254,1,51.0,2,31.0
