,money,number_race,racer_1_ID,racer_1_age,racer_1_ave_st,racer_1_bo,racer_1_doub,racer_1_male,racer_1_mo,racer_1_rank,racer_2_ID,racer_2_age,racer_2_ave_st,racer_2_bo,racer_2_doub,racer_2_male,racer_2_mo,racer_2_rank,racer_3_ID,racer_3_age,racer_3_ave_st,racer_3_bo,racer_3_doub,racer_3_male,racer_3_mo,racer_3_rank,racer_4_ID,racer_4_age,racer_4_ave_st,racer_4_bo,racer_4_doub,racer_4_male,racer_4_mo,racer_4_rank,racer_5_ID,racer_5_age,racer_5_ave_st,racer_5_bo,racer_5_doub,racer_5_male,racer_5_mo,racer_5_rank,racer_6_ID,racer_6_age,racer_6_ave_st,racer_6_bo,racer_6_doub,racer_6_male,racer_6_mo,racer_6_rank,result_com
,590.0,5.0,3579.0,44.0,0.15,24.0,0.478,0,30.0,4,3618.0,43.0,0.17,54.0,0.536,0,31.0,4,3994.0,37.0,0.19,60.0,0.301,0,74.0,2,4819.0,25.0,0.17,40.0,0.11199999999999999,0,24.0,2,3169.0,54.0,0.24,8.0,0.08900000000000001,0,59.0,2,4773.0,23.0,0.17,29.0,0.1,0,57.0,2,21.0
,3440.0,6.0,3299.0,49.0,0.23,43.0,0.043,0,28.0,2,3518.0,48.0,0.21,17.0,0.34,0,49.0,2,3483.0,45.0,0.24,19.0,0.095,0,64.0,1,3334.0,48.0,0.2,12.0,0.375,0,60.0,3,3302.0,49.0,0.2,2.0,0.436,0,73.0,3,4243.0,31.0,0.14,25.0,0.441,0,34.0,3,68.0
,14850.0,7.0,3693.0,45.0,0.16,7.0,0.32,0,39.0,2,4733.0,27.0,0.15,20.0,0.18600000000000003,0,71.0,2,4098.0,34.0,0.2,10.0,0.313,0,52.0,2,3509.0,45.0,0.15,5.0,0.24,0,29.0,2,4784.0,29.0,0.16,48.0,0.069,0,75.0,2,3528.0,45.0,0.18,50.0,0.17800000000000002,0,48.0,2,28.0
,9590.0,8.0,3611.0,44.0,0.14,16.0,0.527,0,51.0,4,3117.0,55.0,0.24,32.0,0.09300000000000001,0,18.0,2,4738.0,25.0,0.16,39.0,0.267,0,46.0,2,3801.0,42.0,0.15,42.0,0.294,0,56.0,2,4884.0,21.0,0.16,58.0,0.087,0,54.0,2,4283.0,32.0,0.23,44.0,0.096,0,32.0,2,18.0
,2180.0,9.0,4385.0,31.0,0.19,55.0,0.2,0,61.0,2,3435.0,47.0,0.16,11.0,0.49200000000000005,0,11.0,4,3845.0,40.0,0.17,31.0,0.542,0,40.0,4,4829.0,21.0,0.18,53.0,0.085,0,42.0,2,4806.0,29.0,0.19,1.0,0.054000000000000006,0,67.0,2,2983.0,57.0,0.19,52.0,0.304,0,13.0,2,48.0
,1900.0,10.0,3604.0,46.0,0.17,51.0,0.237,0,25.0,2,3334.0,48.0,0.2,12.0,0.375,0,60.0,3,3254.0,49.0,0.21,35.0,0.17800000000000002,0,38.0,2,3618.0,43.0,0.17,54.0,0.536,0,31.0,4,4913.0,20.0,0.19,28.0,0.01,0,22.0,1,3188.0,55.0,0.17,22.0,0.489,0,14.0,4,64.0
,28210.0,11.0,4556.0,27.0,0.17,4.0,0.534,0,15.0,4,3994.0,37.0,0.19,60.0,0.301,0,74.0,2,4642.0,25.0,0.16,45.0,0.353,0,23.0,2,3175.0,53.0,0.19,57.0,0.27699999999999997,0,63.0,2,3355.0,48.0,0.26,6.0,0.131,0,41.0,2,3302.0,49.0,0.2,2.0,0.436,0,73.0,3,59.0
,36880.0,12.0,3435.0,47.0,0.16,11.0,0.49200000000000005,0,11.0,4,3579.0,44.0,0.15,24.0,0.478,0,30.0,4,3611.0,44.0,0.14,16.0,0.527,0,51.0,4,3674.0,44.0,0.17,63.0,0.405,0,62.0,3,4243.0,31.0,0.14,25.0,0.441,0,34.0,3,4304.0,33.0,0.17,49.0,0.436,0,17.0,4,71.0
,5200.0,1.0,3611.0,44.0,0.14,16.0,0.527,0,51.0,4,3299.0,49.0,0.23,43.0,0.043,0,28.0,2,4071.0,36.0,0.19,37.0,0.223,0,65.0,2,3355.0,48.0,0.26,6.0,0.131,0,41.0,2,4385.0,31.0,0.19,55.0,0.2,0,61.0,2,3469.0,47.0,0.23,47.0,0.127,0,70.0,2,42.0
,3290.0,3.0,3579.0,44.0,0.15,24.0,0.478,0,30.0,4,4283.0,32.0,0.23,44.0,0.096,0,32.0,2,3435.0,47.0,0.16,11.0,0.49200000000000005,0,11.0,4,4784.0,29.0,0.16,48.0,0.069,0,75.0,2,3334.0,48.0,0.2,12.0,0.375,0,60.0,3,4806.0,29.0,0.19,1.0,0.054000000000000006,0,67.0,2,6.0
,1990.0,4.0,3188.0,55.0,0.17,22.0,0.489,0,14.0,4,4773.0,23.0,0.17,29.0,0.1,0,57.0,2,2983.0,57.0,0.19,52.0,0.304,0,13.0,2,3528.0,45.0,0.18,50.0,0.17800000000000002,0,48.0,2,4829.0,21.0,0.18,53.0,0.085,0,42.0,2,4819.0,25.0,0.17,40.0,0.11199999999999999,0,24.0,2,15.0
,2200.0,5.0,4243.0,31.0,0.14,25.0,0.441,0,34.0,3,3302.0,49.0,0.2,2.0,0.436,0,73.0,3,4443.0,30.0,0.19,33.0,0.39299999999999996,0,36.0,3,3604.0,46.0,0.17,51.0,0.237,0,25.0,2,3509.0,45.0,0.15,5.0,0.24,0,29.0,2,3994.0,37.0,0.19,60.0,0.301,0,74.0,2,9.0
,1090.0,6.0,3355.0,48.0,0.26,6.0,0.131,0,41.0,2,3845.0,40.0,0.17,31.0,0.542,0,40.0,4,4556.0,27.0,0.17,4.0,0.534,0,15.0,4,3518.0,48.0,0.21,17.0,0.34,0,49.0,2,4304.0,33.0,0.17,49.0,0.436,0,17.0,4,4098.0,34.0,0.2,10.0,0.313,0,52.0,2,34.0
,47090.0,7.0,3483.0,45.0,0.24,19.0,0.095,0,64.0,1,4642.0,25.0,0.16,45.0,0.353,0,23.0,2,3299.0,49.0,0.23,43.0,0.043,0,28.0,2,3117.0,55.0,0.24,32.0,0.09300000000000001,0,18.0,2,4071.0,36.0,0.19,37.0,0.223,0,65.0,2,4884.0,21.0,0.16,58.0,0.087,0,54.0,2,19.0
,1320.0,8.0,3801.0,42.0,0.15,42.0,0.294,0,56.0,2,3254.0,49.0,0.21,35.0,0.17800000000000002,0,38.0,2,4733.0,27.0,0.15,20.0,0.18600000000000003,0,71.0,2,3188.0,55.0,0.17,22.0,0.489,0,14.0,4,4819.0,25.0,0.17,40.0,0.11199999999999999,0,24.0,2,4385.0,31.0,0.19,55.0,0.2,0,61.0,2,9.0
,1020.0,9.0,3169.0,54.0,0.24,8.0,0.08900000000000001,0,59.0,2,3611.0,44.0,0.14,16.0,0.527,0,51.0,4,3579.0,44.0,0.15,24.0,0.478,0,30.0,4,3175.0,53.0,0.19,57.0,0.27699999999999997,0,63.0,2,2983.0,57.0,0.19,52.0,0.304,0,13.0,2,4913.0,20.0,0.19,28.0,0.01,0,22.0,1,27.0
,730.0,10.0,4443.0,30.0,0.19,33.0,0.39299999999999996,0,36.0,3,3674.0,44.0,0.17,63.0,0.405,0,62.0,3,4304.0,33.0,0.17,49.0,0.436,0,17.0,4,3302.0,49.0,0.2,2.0,0.436,0,73.0,3,4738.0,25.0,0.16,39.0,0.267,0,46.0,2,4829.0,21.0,0.18,53.0,0.085,0,42.0,2,26.0
,990.0,11.0,3845.0,40.0,0.17,31.0,0.542,0,40.0,4,3693.0,45.0,0.16,7.0,0.32,0,39.0,2,3469.0,47.0,0.23,47.0,0.127,0,70.0,2,3435.0,47.0,0.16,11.0,0.49200000000000005,0,11.0,4,4556.0,27.0,0.17,4.0,0.534,0,15.0,4,3334.0,48.0,0.2,12.0,0.375,0,60.0,3,63.0
,1590.0,12.0,3618.0,43.0,0.17,54.0,0.536,0,31.0,4,3801.0,42.0,0.15,42.0,0.294,0,56.0,2,3518.0,48.0,0.21,17.0,0.34,0,49.0,2,4243.0,31.0,0.14,25.0,0.441,0,34.0,3,4098.0,34.0,0.2,10.0,0.313,0,52.0,2,3175.0,53.0,0.19,57.0,0.27699999999999997,0,63.0,2,6.0
,1280.0,1.0,4556.0,27.0,0.17,4.0,0.534,0,15.0,4,3693.0,45.0,0.16,7.0,0.32,0,39.0,2,3117.0,55.0,0.24,32.0,0.09300000000000001,0,18.0,2,4773.0,23.0,0.17,29.0,0.1,0,57.0,2,4819.0,25.0,0.17,40.0,0.11199999999999999,0,24.0,2,4806.0,29.0,0.19,1.0,0.054000000000000006,0,67.0,2,9.0
,3130.0,2.0,3334.0,48.0,0.2,12.0,0.375,0,60.0,3,3528.0,45.0,0.18,50.0,0.17800000000000002,0,48.0,2,3509.0,45.0,0.15,5.0,0.24,0,29.0,2,3579.0,44.0,0.15,24.0,0.478,0,30.0,4,4913.0,20.0,0.19,28.0,0.01,0,22.0,1,3604.0,46.0,0.17,51.0,0.237,0,25.0,2,4.0
,7690.0,3.0,2983.0,57.0,0.19,52.0,0.304,0,13.0,2,4738.0,25.0,0.16,39.0,0.267,0,46.0,2,3801.0,42.0,0.15,42.0,0.294,0,56.0,2,3169.0,54.0,0.24,8.0,0.08900000000000001,0,59.0,2,3188.0,55.0,0.17,22.0,0.489,0,14.0,4,3483.0,45.0,0.24,19.0,0.095,0,64.0,1,56.0
,820.0,4.0,3302.0,49.0,0.2,2.0,0.436,0,73.0,3,3299.0,49.0,0.23,43.0,0.043,0,28.0,2,3254.0,49.0,0.21,35.0,0.17800000000000002,0,38.0,2,3845.0,40.0,0.17,31.0,0.542,0,40.0,4,4784.0,29.0,0.16,48.0,0.069,0,75.0,2,4884.0,21.0,0.16,58.0,0.087,0,54.0,2,12.0
,1770.0,5.0,3175.0,53.0,0.19,57.0,0.27699999999999997,0,63.0,2,3435.0,47.0,0.16,11.0,0.49200000000000005,0,11.0,4,3994.0,37.0,0.19,60.0,0.301,0,74.0,2,4283.0,32.0,0.23,44.0,0.096,0,32.0,2,4829.0,21.0,0.18,53.0,0.085,0,42.0,2,3355.0,48.0,0.26,6.0,0.131,0,41.0,2,23.0
,5280.0,6.0,3469.0,47.0,0.23,47.0,0.127,0,70.0,2,3334.0,48.0,0.2,12.0,0.375,0,60.0,3,4642.0,25.0,0.16,45.0,0.353,0,23.0,2,4243.0,31.0,0.14,25.0,0.441,0,34.0,3,3611.0,44.0,0.14,16.0,0.527,0,51.0,4,4443.0,30.0,0.19,33.0,0.39299999999999996,0,36.0,3,27.0
,1990.0,7.0,3117.0,55.0,0.24,32.0,0.09300000000000001,0,18.0,2,4385.0,31.0,0.19,55.0,0.2,0,61.0,2,4738.0,25.0,0.16,39.0,0.267,0,46.0,2,4806.0,29.0,0.19,1.0,0.054000000000000006,0,67.0,2,3604.0,46.0,0.17,51.0,0.237,0,25.0,2,4913.0,20.0,0.19,28.0,0.01,0,22.0,1,33.0
,1460.0,9.0,3528.0,45.0,0.18,50.0,0.17800000000000002,0,48.0,2,4243.0,31.0,0.14,25.0,0.441,0,34.0,3,3175.0,53.0,0.19,57.0,0.27699999999999997,0,63.0,2,3674.0,44.0,0.17,63.0,0.405,0,62.0,3,3483.0,45.0,0.24,19.0,0.095,0,64.0,1,3509.0,45.0,0.15,5.0,0.24,0,29.0,2,2.0
,2400.0,10.0,4098.0,34.0,0.2,10.0,0.313,0,52.0,2,4556.0,27.0,0.17,4.0,0.534,0,15.0,4,4283.0,32.0,0.23,44.0,0.096,0,32.0,2,3302.0,49.0,0.2,2.0,0.436,0,73.0,3,4733.0,27.0,0.15,20.0,0.18600000000000003,0,71.0,2,3801.0,42.0,0.15,42.0,0.294,0,56.0,2,65.0
,4140.0,12.0,3435.0,47.0,0.16,11.0,0.49200000000000005,0,11.0,4,3518.0,48.0,0.21,17.0,0.34,0,49.0,2,3845.0,40.0,0.17,31.0,0.542,0,40.0,4,3611.0,44.0,0.14,16.0,0.527,0,51.0,4,3994.0,37.0,0.19,60.0,0.301,0,74.0,2,3674.0,44.0,0.17,63.0,0.405,0,62.0,3,11.0
,5630.0,1.0,3579.0,44.0,0.15,24.0,0.478,0,30.0,4,4283.0,32.0,0.23,44.0,0.096,0,32.0,2,4443.0,30.0,0.19,33.0,0.39299999999999996,0,36.0,3,4385.0,31.0,0.19,55.0,0.2,0,61.0,2,3299.0,49.0,0.23,43.0,0.043,0,28.0,2,3693.0,45.0,0.16,7.0,0.32,0,39.0,2,44.0
,28190.0,2.0,4243.0,31.0,0.14,25.0,0.441,0,34.0,3,3604.0,46.0,0.17,51.0,0.237,0,25.0,2,3469.0,47.0,0.23,47.0,0.127,0,70.0,2,3801.0,42.0,0.15,42.0,0.294,0,56.0,2,4819.0,25.0,0.17,40.0,0.11199999999999999,0,24.0,2,4884.0,21.0,0.16,58.0,0.087,0,54.0,2,49.0
,4030.0,3.0,3302.0,49.0,0.2,2.0,0.436,0,73.0,3,3483.0,45.0,0.24,19.0,0.095,0,64.0,1,3674.0,44.0,0.17,63.0,0.405,0,62.0,3,3355.0,48.0,0.26,6.0,0.131,0,41.0,2,3618.0,43.0,0.17,54.0,0.536,0,31.0,4,4829.0,21.0,0.18,53.0,0.085,0,42.0,2,15.0
,560.0,4.0,3435.0,47.0,0.16,11.0,0.49200000000000005,0,11.0,4,3169.0,54.0,0.24,8.0,0.08900000000000001,0,59.0,2,4304.0,33.0,0.17,49.0,0.436,0,17.0,4,4733.0,27.0,0.15,20.0,0.18600000000000003,0,71.0,2,4773.0,23.0,0.17,29.0,0.1,0,57.0,2,4806.0,29.0,0.19,1.0,0.054000000000000006,0,67.0,2,7.0
,840.0,5.0,3334.0,48.0,0.2,12.0,0.375,0,60.0,3,3188.0,55.0,0.17,22.0,0.489,0,14.0,4,3693.0,45.0,0.16,7.0,0.32,0,39.0,2,4098.0,34.0,0.2,10.0,0.313,0,52.0,2,4784.0,29.0,0.16,48.0,0.069,0,75.0,2,3528.0,45.0,0.18,50.0,0.17800000000000002,0,48.0,2,21.0
,1740.0,6.0,3845.0,40.0,0.17,31.0,0.542,0,40.0,4,4071.0,36.0,0.19,37.0,0.223,0,65.0,2,4385.0,31.0,0.19,55.0,0.2,0,16.0,2,4819.0,25.0,0.17,40.0,0.11199999999999999,0,24.0,2,3518.0,48.0,0.21,17.0,0.34,0,49.0,2,2983.0,57.0,0.19,52.0,0.304,0,13.0,2,16.0
,1240.0,7.0,4642.0,25.0,0.16,45.0,0.353,0,23.0,2,3994.0,37.0,0.19,60.0,0.301,0,74.0,2,3355.0,48.0,0.26,6.0,0.131,0,41.0,2,3509.0,45.0,0.15,5.0,0.24,0,29.0,2,4738.0,25.0,0.16,39.0,0.267,0,46.0,2,3299.0,49.0,0.23,43.0,0.043,0,28.0,2,3.0
,1610.0,8.0,4556.0,27.0,0.17,4.0,0.534,0,15.0,4,4733.0,27.0,0.15,20.0,0.18600000000000003,0,71.0,2,3175.0,53.0,0.19,57.0,0.27699999999999997,0,63.0,2,4829.0,21.0,0.18,53.0,0.085,0,42.0,2,4443.0,30.0,0.19,33.0,0.39299999999999996,0,36.0,3,4913.0,20.0,0.19,28.0,0.01,0,22.0,1,13.0
,990.0,9.0,3611.0,44.0,0.14,16.0,0.527,0,51.0,4,3469.0,47.0,0.23,47.0,0.127,0,70.0,2,3169.0,54.0,0.24,8.0,0.08900000000000001,0,33.0,2,3254.0,49.0,0.21,35.0,0.17800000000000002,0,38.0,2,3117.0,55.0,0.24,32.0,0.09300000000000001,0,18.0,2,4098.0,34.0,0.2,10.0,0.313,0,52.0,2,9.0
,440.0,10.0,4304.0,33.0,0.17,49.0,0.436,0,17.0,4,3302.0,49.0,0.2,2.0,0.436,0,73.0,3,3579.0,44.0,0.15,24.0,0.478,0,30.0,4,3334.0,48.0,0.2,12.0,0.375,0,60.0,3,3801.0,42.0,0.15,42.0,0.294,0,56.0,2,3994.0,37.0,0.19,60.0,0.301,0,74.0,2,1.0
,1850.0,11.0,3674.0,44.0,0.17,63.0,0.405,0,62.0,3,3435.0,47.0,0.16,11.0,0.49200000000000005,0,11.0,4,4243.0,31.0,0.14,25.0,0.441,0,34.0,3,4556.0,27.0,0.17,4.0,0.534,0,15.0,4,4642.0,25.0,0.16,45.0,0.353,0,23.0,2,4071.0,36.0,0.19,37.0,0.223,0,65.0,2,9.0
,510.0,12.0,3188.0,55.0,0.17,22.0,0.489,0,14.0,4,3611.0,44.0,0.14,16.0,0.527,0,51.0,4,3845.0,40.0,0.17,31.0,0.542,0,40.0,4,3528.0,45.0,0.18,50.0,0.17800000000000002,0,48.0,2,3604.0,46.0,0.17,51.0,0.237,0,25.0,2,3175.0,53.0,0.19,57.0,0.27699999999999997,0,63.0,2,5.0
,2910.0,1.0,3334.0,48.0,0.2,12.0,0.375,0,60.0,3,4738.0,25.0,0.16,39.0,0.267,0,46.0,2,3117.0,55.0,0.24,32.0,0.09300000000000001,0,18.0,2,3693.0,45.0,0.16,7.0,0.32,0,39.0,2,4806.0,29.0,0.19,1.0,0.054000000000000006,0,67.0,2,4829.0,21.0,0.18,53.0,0.085,0,42.0,2,22.0
,2890.0,2.0,3175.0,53.0,0.19,57.0,0.27699999999999997,0,63.0,2,3254.0,49.0,0.21,35.0,0.17800000000000002,0,38.0,2,4773.0,23.0,0.17,29.0,0.1,0,57.0,2,3618.0,43.0,0.17,54.0,0.536,0,31.0,4,4784.0,29.0,0.16,48.0,0.069,0,75.0,2,3509.0,45.0,0.15,5.0,0.24,0,29.0,2,29.0
,20570.0,3.0,3801.0,42.0,0.15,42.0,0.294,0,56.0,2,4443.0,30.0,0.19,33.0,0.39299999999999996,0,36.0,3,4071.0,36.0,0.19,37.0,0.223,0,65.0,2,4733.0,27.0,0.15,20.0,0.18600000000000003,0,71.0,2,3994.0,37.0,0.19,60.0,0.301,0,74.0,2,4884.0,21.0,0.16,58.0,0.087,0,54.0,2,75.0
,1540.0,4.0,3579.0,44.0,0.15,24.0,0.478,0,30.0,4,3299.0,49.0,0.23,43.0,0.043,0,28.0,2,4098.0,34.0,0.2,10.0,0.313,0,52.0,2,3483.0,45.0,0.24,19.0,0.095,0,64.0,1,4385.0,31.0,0.19,55.0,0.2,0,16.0,2,4913.0,20.0,0.19,28.0,0.01,0,22.0,1,5.0
,18200.0,5.0,3518.0,48.0,0.21,17.0,0.34,0,49.0,2,3435.0,47.0,0.16,11.0,0.49200000000000005,0,11.0,4,4283.0,32.0,0.23,44.0,0.096,0,32.0,2,4829.0,21.0,0.18,53.0,0.085,0,42.0,2,3355.0,48.0,0.26,6.0,0.131,0,41.0,2,4642.0,25.0,0.16,45.0,0.353,0,23.0,2,31.0
,4410.0,6.0,3528.0,45.0,0.18,50.0,0.17800000000000002,0,48.0,2,3611.0,44.0,0.14,16.0,0.527,0,51.0,4,3693.0,45.0,0.16,7.0,0.32,0,39.0,2,3509.0,45.0,0.15,5.0,0.24,0,29.0,2,2983.0,57.0,0.19,52.0,0.304,0,13.0,2,3169.0,54.0,0.24,8.0,0.08900000000000001,0,33.0,2,35.0
,3230.0,7.0,3604.0,46.0,0.17,51.0,0.237,0,25.0,2,3469.0,47.0,0.23,47.0,0.127,0,70.0,2,3254.0,49.0,0.21,35.0,0.17800000000000002,0,38.0,2,4773.0,23.0,0.17,29.0,0.1,0,57.0,2,4884.0,21.0,0.16,58.0,0.087,0,54.0,2,4819.0,25.0,0.17,40.0,0.11199999999999999,0,24.0,2,25.0
,390.0,8.0,4243.0,31.0,0.14,25.0,0.441,0,34.0,3,3117.0,55.0,0.24,32.0,0.09300000000000001,0,18.0,2,4733.0,27.0,0.15,20.0,0.18600000000000003,0,71.0,2,4738.0,25.0,0.16,39.0,0.267,0,46.0,2,4913.0,20.0,0.19,28.0,0.01,0,22.0,1,4784.0,29.0,0.16,48.0,0.069,0,75.0,2,6.0
,8750.0,9.0,4283.0,32.0,0.23,44.0,0.096,0,32.0,2,3518.0,48.0,0.21,17.0,0.34,0,49.0,2,3483.0,45.0,0.24,19.0,0.095,0,64.0,1,4443.0,30.0,0.19,33.0,0.39299999999999996,0,36.0,3,3618.0,43.0,0.17,54.0,0.536,0,31.0,4,4806.0,29.0,0.19,1.0,0.054000000000000006,0,67.0,2,90.0
,540.0,10.0,3611.0,44.0,0.14,16.0,0.527,0,51.0,4,3579.0,44.0,0.15,24.0,0.478,0,30.0,4,4642.0,25.0,0.16,45.0,0.353,0,23.0,2,3528.0,45.0,0.18,50.0,0.17800000000000002,0,48.0,2,3801.0,42.0,0.15,42.0,0.294,0,56.0,2,4071.0,36.0,0.19,37.0,0.223,0,65.0,2,1.0
,70250.0,11.0,3435.0,47.0,0.16,11.0,0.49200000000000005,0,11.0,4,3994.0,37.0,0.19,60.0,0.301,0,74.0,2,3175.0,53.0,0.19,57.0,0.27699999999999997,0,63.0,2,3334.0,48.0,0.2,12.0,0.375,0,60.0,3,4243.0,31.0,0.14,25.0,0.441,0,34.0,3,3604.0,46.0,0.17,51.0,0.237,0,25.0,2,86.0
